% 1. Title: Real estate database of Antwerp
%
@RELATION realEstateAntwerp

@ATTRIBUTE nbOfPhotos  			NUMERIC
@ATTRIBUTE nbOfHotels   		NUMERIC
@ATTRIBUTE nbOfCafes  			NUMERIC
@ATTRIBUTE nbOfRestaurants		NUMERIC
@ATTRIBUTE nbOfShops			NUMERIC
@ATTRIBUTE popularity           NUMERIC
@ATTRIBUTE normSalePrice		NUMERIC
@ATTRIBUTE normRentPrice		NUMERIC
@ATTRIBUTE normPrice            NUMERIC

@DATA
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.17705344059688,0.27012987012987,0.22359165536338
0,0,0,0,0,0,0.10372005044136,0.2498974709501,0.17680876069573
0,0,0,0,0,0,0.095702259636686,0,0.047851129818343
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.31727374282556,0.19222027972028,0.25474701127292
7,0,0,0,0,0.0029045643153527,0,0.006828125,0.0034140625
4,0,0,0,0,0.0016597510373444,0,0.11875,0.059375
0,0,0,0,0,0,0.34208480780671,0.18512396694215,0.26360438737443
2,0,0,1,0,0.023052097740894,0.58524590163934,0,0.29262295081967
13,0,0,0,0,0.0053941908713693,0.82280042592705,0,0.41140021296353
6,0,0,0,0,0.0024896265560166,0.37519493271212,0,0.18759746635606
0,0,0,2,0,0.044444444444444,0,0,0
4,0,0,0,3,0.08737403675163,0.20254026651501,0.26534666018362,0.23394346334931
6,0,0,0,0,0.0024896265560166,0.47092791495094,0.45333213716108,0.46213002605601
2,0,0,0,0,0.0008298755186722,0.47625862801237,0.32072448624173,0.39849155712705
0,0,0,0,0,0,0.38970532104937,0,0.19485266052468
2,0,0,0,0,0.0008298755186722,0,0,0
57,0,0,0,0,0.023651452282158,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
7,0,0,0,0,0.0029045643153527,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
7,0,0,0,0,0.0029045643153527,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.18984791625518,0,0.094923958127592
0,0,0,0,0,0,0.73593342984482,0,0.36796671492241
0,0,0,0,0,0,0.11247554028786,0,0.056237770143932
1,0,0,0,0,0.0004149377593361,0.18585053866038,0,0.092925269330188
0,0,0,0,1,0.028571428571429,0,0.22727272727273,0.11363636363636
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.12982653773208,0.24898917535034,0.18940785654121
2,0,0,0,0,0.0008298755186722,0,0,0
28,0,0,0,0,0.011618257261411,0,0,0
2,0,1,1,0,0.12305209774089,0,0.32472972972973,0.16236486486486
4,0,0,0,0,0.0016597510373444,0.40794835398905,0.26680281690141,0.33737558544523
2,0,0,0,0,0.0008298755186722,0.34504533990489,0,0.17252266995245
5,0,0,0,0,0.0020746887966805,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
27,0,0,0,1,0.039774748073503,0.37834783130634,0.33939393939394,0.35887088535014
6,0,0,0,0,0.0024896265560166,0.37230062485044,0,0.18615031242522
14,0,0,0,0,0.0058091286307054,0,0.23060606060606,0.11530303030303
36,0,0,0,0,0.0149377593361,0,0,0
12,0,0,0,0,0.0049792531120332,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
4,0,0,0,0,0.0016597510373444,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.16454651905472,0,0.082273259527358
0,0,0,0,0,0,0,0,0
5,0,0,0,0,0.0020746887966805,0.087802922309337,0,0.043901461154669
0,0,0,0,0,0,0.091446548967934,0,0.045723274483967
7,0,0,0,0,0.0029045643153527,0.2237919017031,0,0.11189595085155
0,0,0,0,0,0,0.18003601495718,0.39024390243902,0.2851399586981
0,1,0,0,0,0.2,0.17679686088015,0.36579484686437,0.27129585387226
5,0,0,0,0,0.0020746887966805,0,0,0
17,0,0,0,0,0.0070539419087137,0,0.35629017447199,0.178145087236
1,0,0,0,0,0.0004149377593361,0.20877396606589,0.16848484848485,0.18862940727537
8,0,1,1,0,0.12554172429691,0.14251101645872,0.27151515151515,0.20701308398694
0,0,0,0,0,0,0.48320559515954,0,0.24160279757977
1,0,0,0,0,0.0004149377593361,0,0,0
5,0,0,0,0,0.0020746887966805,0.061951963400686,0,0.030975981700343
4,0,1,0,0,0.10165975103734,0,0,0
13,0,0,0,0,0.0053941908713693,0.2413581860605,0,0.12067909303025
43,0,1,0,0,0.11784232365145,0,0,0
65,0,0,1,0,0.049193176579069,0.12295081967213,0.285,0.20397540983607
53,0,0,0,0,0.021991701244813,0,0.28235294117647,0.14117647058824
79,0,0,0,0,0.032780082987552,0,0,0
12,0,0,0,0,0.0049792531120332,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
4,0,0,0,0,0.0016597510373444,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5,0,0,0,0,0.0020746887966805,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.16485446637671,0.15833333333333,0.16159389985502
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.22676616812271,1,0.61338308406135
3,0,0,0,1,0.029816241849437,0,0.36491605006618,0.18245802503309
2,0,0,0,0,0.0008298755186722,0.26408402458882,0.48528925619835,0.37468664039358
3,0,0,1,0,0.023467035500231,0.30454134148711,0.28848484848485,0.29651309498598
4,0,0,0,1,0.030231179608773,0.37666487203326,0,0.18833243601663
2,0,0,0,0,0.0008298755186722,0,0,0
4,0,0,0,1,0.030231179608773,0,0.27558952698339,0.13779476349169
1,0,1,0,0,0.10041493775934,0.40199457076298,0.3389898989899,0.37049223487644
14,0,0,0,0,0.0058091286307054,0,0.28877005347594,0.14438502673797
9,0,0,0,0,0.0037344398340249,0.095693634892032,0,0.047846817446016
71,0,0,0,0,0.029460580912863,0,0.29090909090909,0.14545454545455
53,0,0,0,0,0.021991701244813,0.1362452873762,0,0.068122643688098
44,0,1,1,0,0.14047948363301,0.29534941513416,0.17699404761905,0.23617173137661
85,0,0,0,0,0.035269709543568,0,0,0
109,0,0,0,0,0.045228215767635,0,0,0
17,0,0,0,0,0.0070539419087137,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.31824570185403,0,0.15912285092701
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.092213114754098,0,0.046106557377049
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
5,0,0,0,0,0.0020746887966805,0.24789665197051,0.31168831168831,0.27979248182941
0,0,0,0,0,0,0.14466494532886,0.29752066115702,0.22109280324294
0,0,0,0,0,0,0.12909836065574,0,0.064549180327869
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.47988426866254,0.36540158870256,0.42264292868255
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
4,0,0,0,0,0.0016597510373444,0.12234325432407,0.37769721019721,0.25002023226064
5,0,0,0,0,0.0020746887966805,0.18737233541088,0.25639160839161,0.22188197190125
35,1,0,0,0,0.21452282157676,0,0,0
33,1,0,0,0,0.21369294605809,0.3684950231994,0,0.1842475115997
29,0,0,1,0,0.034255417242969,0,0.32842312008979,0.16421156004489
140,0,1,4,1,0.27555160376737,0.13180690979103,0.25123966942149,0.19152328960626
243,0,0,0,0,0.10082987551867,0.093556853944118,0.28441818181818,0.18898751788115
22,0,0,0,0,0.0091286307053942,0,0.28481862964622,0.14240931482311
16,0,0,0,0,0.0066390041493776,0,0,0
37,0,0,0,0,0.015352697095436,0,0,0
4,0,0,0,0,0.0016597510373444,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0.30685585568241,0,0.1534279278412
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.35745110920008,0.44848484848485,0.40296797884246
0,0,0,0,0,0,0.33196721311475,0.12810858143608,0.23003789727542
3,0,0,0,0,0.0012448132780083,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.26094384417948,0,0.13047192208974
0,0,0,0,0,0,0.28345771015338,0,0.14172885507669
4,0,0,0,0,0.0016597510373444,0.42884381478689,0.30254545454545,0.36569463466617
6,0,0,0,0,0.0024896265560166,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
4,0,0,0,0,0.0016597510373444,0,0,0
1,0,0,0,0,0.0004149377593361,0,0.20495867768595,0.10247933884298
14,0,0,0,1,0.034380557202134,0.20677378342014,0.18078257575758,0.19377817958886
32,0,0,0,0,0.013278008298755,0,0,0
45,0,0,2,0,0.063116643614569,0.28608667847109,0.12765625,0.20687146423554
456,0,0,0,2,0.24635447540012,0,0.24929292929293,0.12464646464646
197,0,0,0,0,0.081742738589212,0.46154932198713,0,0.23077466099356
9,0,0,0,0,0.0037344398340249,0,0,0
41,0,0,0,0,0.01701244813278,0,0,0
3,0,0,0,0,0.0012448132780083,0.24591061955758,0.24588235294118,0.24589648624938
10,0,0,0,0,0.004149377593361,0.38608228567028,0.27272727272727,0.32940477919878
9,0,0,0,0,0.0037344398340249,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
4,0,0,0,0,0.0016597510373444,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.29379833884248,0,0.14689916942124
0,0,0,0,0,0,0.1301043219076,0,0.0650521609538
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.22101639344262,0,0.11050819672131
0,0,0,1,0,0.022222222222222,0.054475734458692,0,0.027237867229346
0,0,0,0,0,0,0.13187542391247,0.23786096256684,0.18486819323966
0,0,0,0,0,0,0.29833654773385,0,0.14916827386692
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.33796003736711,0,0.16898001868355
0,0,0,0,0,0,0,0.51459991621282,0.25729995810641
0,0,0,0,0,0,0.32779534201777,0,0.16389767100888
1,0,1,0,0,0.10041493775934,0,0.1880266075388,0.094013303769401
0,0,0,0,1,0.028571428571429,0.10944685519155,0.32311976911977,0.21628331215566
0,0,0,1,0,0.022222222222222,0,0,0
0,0,0,0,0,0,0.15478969359262,0.35292929292929,0.25385949326096
5,0,0,0,0,0.0020746887966805,0,0.23801652892562,0.11900826446281
31,0,0,0,1,0.041434499110848,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
36,0,0,0,0,0.0149377593361,0,0,0
152,0,0,1,0,0.085292761641309,0.44235345232951,0,0.22117672616476
109,0,1,0,1,0.17379964433906,0.29071954511755,0,0.14535977255877
12,0,0,0,1,0.033550681683462,0.27502157031924,0.18995402407811,0.23248779719868
8,0,0,0,0,0.0033195020746888,0.11552423074407,0.3436170212766,0.22957062601033
29,0,0,0,0,0.012033195020747,0,0.35151515151515,0.17575757575758
7,0,0,0,0,0.0029045643153527,0.17011842963682,0,0.085059214818411
7,0,0,0,0,0.0029045643153527,0.22292940484363,0,0.11146470242181
11,0,0,0,0,0.0045643153526971,0,0.0061621621621622,0.0030810810810811
13,0,0,0,0,0.0053941908713693,0,0,0
15,0,0,0,0,0.0062240663900415,0,0.18437178739865,0.092185893699327
35,0,0,0,0,0.014522821576763,0,0,0
23,0,0,0,0,0.0095435684647303,0,0,0
91,0,0,0,0,0.037759336099585,0,0,0
5,0,0,0,0,0.0020746887966805,0,0,0
5,0,0,0,0,0.0020746887966805,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
9,0,0,0,0,0.0037344398340249,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
0,0,0,1,0,0.022222222222222,0,0.225625,0.1128125
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.3275511317328,0,0.1637755658664
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0.028571428571429,0,0.0988,0.0494
2,0,0,0,0,0.0008298755186722,0.19426627368212,0,0.09713313684106
0,0,0,0,0,0,0.43393196325883,0.31138888888889,0.37266042607386
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
10,0,0,0,0,0.004149377593361,0,0,0
38,0,0,0,0,0.015767634854772,0,0,0
7,0,0,0,0,0.0029045643153527,0.048709161142221,0,0.02435458057111
53,0,0,0,2,0.07913455838767,0,0.26397306397306,0.13198653198653
18,0,0,0,1,0.036040308239478,0,0,0
29,1,0,0,0,0.21203319502075,0.66989770540455,0.2372194092827,0.45355855734363
30,0,0,0,1,0.041019561351512,0.15750452094713,0,0.078752260473567
10,0,0,0,2,0.061292234736218,0.24540686117645,0,0.12270343058822
6,0,0,0,3,0.088203912270302,0.56534630060264,0.34373530085258,0.45454080072761
1,0,0,0,2,0.057557794902193,0.25675174161036,0.25785123966942,0.25730149063989
5,0,0,0,0,0.0020746887966805,0.32473916536909,0.32727272727273,0.32600594632091
4,0,0,0,0,0.0016597510373444,0.35329501283406,0.25454545454545,0.30392023368976
12,0,0,0,0,0.0049792531120332,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
23,0,0,0,0,0.0095435684647303,0,0,0
1,0,0,0,0,0.0004149377593361,0.35379204716069,0,0.17689602358034
8,0,0,0,0,0.0033195020746888,0.45201490484768,0.00015171102661597,0.22608330793715
26,0,0,0,0,0.010788381742739,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0.29144606380316,0,0.14572303190158
0,0,0,0,0,0,0.21886463708097,0.36363636363636,0.29125050035867
0,0,0,0,0,0,0.1067281420765,0.14157413056742,0.12415113632196
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.28981003938727,0,0.14490501969363
0,0,0,0,0,0,0,0,0
5,0,0,0,0,0.0020746887966805,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,2,0.057142857142857,0.080686475409836,0,0.040343237704918
0,0,0,0,0,0,0.10257672494376,0,0.051288362471881
0,0,0,0,0,0,0.19469437494583,0.24727272727273,0.22098355110928
1,0,0,0,0,0.0004149377593361,0.090493980749518,0,0.045246990374759
0,0,0,0,0,0,0.23871828495258,0.28363636363636,0.26117732429447
0,0,0,0,0,0,0.025611503985713,0,0.012805751992856
0,0,0,0,0,0,0,0,0
5,0,0,0,0,0.0020746887966805,0,0,0
21,0,0,0,0,0.0087136929460581,0.24050240091228,0,0.12025120045614
7,0,0,0,0,0.0029045643153527,0,0,0
12,0,0,0,2,0.06212211025489,0.27338218855517,0.30413223140496,0.28875720998007
36,0,2,0,2,0.27208061647896,0,0,0
33,0,0,0,0,0.013692946058091,0.34217926750223,0.29363636363636,0.3179078155693
11,0,0,0,0,0.0045643153526971,0,0,0
69,0,0,0,0,0.028630705394191,0,0,0
12,0,1,1,0,0.12720147533426,0.08919523099851,0.33485930735931,0.21202726917891
3,0,0,0,1,0.029816241849437,0.099287284502614,0,0.049643642251307
2,0,0,0,2,0.057972732661529,0.38362641922538,0,0.19181320961269
4,0,0,0,1,0.030231179608773,0.17159876454999,0,0.085799382274995
2,0,0,0,0,0.0008298755186722,0.30751614398468,0,0.15375807199234
15,0,0,0,0,0.0062240663900415,0.49732563918652,0.32861635220126,0.41297099569389
261,0,0,0,0,0.10829875518672,0,0,0
8,0,0,0,0,0.0033195020746888,0.65253190368149,0,0.32626595184075
1,0,0,0,0,0.0004149377593361,0.21480776560321,0.37653144016227,0.29566960288274
0,0,0,0,0,0,0.17316727409217,0.3325,0.25283363704608
0,0,0,0,0,0,0.27916289636318,0,0.13958144818159
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.31063216831685,0.20576496674058,0.25819856752871
6,0,0,0,0,0.0024896265560166,0,0,0
0,0,0,0,0,0,0.25479361764536,0.33454545454545,0.29466953609541
0,0,0,0,0,0,1,0,0.5
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,2,0.079365079365079,0.17985208551858,0.21948863636364,0.19967036094111
0,0,0,0,0,0,0.33499547563582,0,0.16749773781791
0,0,0,0,0,0,0.058091297319852,0,0.029045648659926
0,0,0,0,0,0,0.17506728651823,0,0.087533643259114
1,0,0,0,0,0.0004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0.097595348568568,0.152,0.12479767428428
0,0,0,0,0,0,0.11779073339029,0.42509947964493,0.27144510651761
0,0,0,0,0,0,0.32063493384993,0.595,0.45781746692496
0,0,0,0,0,0,0.071127109201819,0,0.03556355460091
8,0,1,0,0,0.10331950207469,0,0,0
6,0,0,0,0,0.0024896265560166,0,0,0
12,0,0,0,0,0.0049792531120332,0,0.36363636363636,0.18181818181818
27,0,0,0,2,0.068346176644932,0,0,0
5,0,0,0,2,0.059217545939538,0.4453469264335,0,0.22267346321675
47,0,0,0,3,0.10521636040308,0,0,0
22,0,0,0,0,0.0091286307053942,0.33690973549659,0.30611111111111,0.32151042330385
3,0,0,0,0,0.0012448132780083,0.46348964942611,0.29332283877738,0.37840624410175
5,0,0,0,0,0.0020746887966805,0.27830393360514,0.07037037037037,0.17433715198776
14,0,0,0,0,0.0058091286307054,0.51331614420504,0.31212121212121,0.41271867816312
3,0,0,0,1,0.029816241849437,0.28897393353935,0.34181818181818,0.31539605767876
1,0,0,0,1,0.028986366330765,0.17878192669308,0,0.089390963346542
0,0,0,0,0,0,0,0,0
35,0,0,0,0,0.014522821576763,0.31938894038199,0.39655149172222,0.3579702160521
51,0,0,0,1,0.04973325429757,0,0,0
19,0,0,0,1,0.036455245998814,0,0.26388888888889,0.13194444444444
5,0,0,1,1,0.052868339590331,0.43247477515017,0.31825,0.37536238757508
3,0,0,0,0,0.0012448132780083,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0.41775906373408,0,0.20887953186704
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,1,0,0.022222222222222,0.49770756380179,0.050424242424242,0.27406590311301
0,0,0,2,2,0.1015873015873,0.0053909254314037,0,0.0026954627157018
1,0,0,0,1,0.028986366330765,0.27832681990469,0.225625,0.25197590995235
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.15166345226615,0,0.075831726133076
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0.15022719004757,0.24824242424242,0.199234807145
0,0,0,0,0,0,0.19883567682789,0,0.099417838413946
0,0,0,0,0,0,0.23360878363231,0,0.11680439181616
8,0,0,0,0,0.0033195020746888,0.19322520529493,0.26963625537529,0.23143073033511
17,0,0,0,0,0.0070539419087137,0.089174385525909,0,0.044587192762954
2,0,0,0,0,0.0008298755186722,0.30783368031399,0.33830445969125,0.32306907000262
23,0,0,0,0,0.0095435684647303,0.27113890934952,0.22240587695133,0.24677239315042
25,0,0,0,0,0.010373443983402,0,0,0
0,0,0,0,0,0,0,0,0
33,0,0,0,3,0.099407231772377,0,0,0
