% 1. Title: Real estate database of Antwerp
%
@RELATION realEstateAntwerp

@ATTRIBUTE nbOfPhotos  			NUMERIC
@ATTRIBUTE nbOfHotels   		NUMERIC
@ATTRIBUTE nbOfCafes  			NUMERIC
@ATTRIBUTE nbOfRestaurants		NUMERIC
@ATTRIBUTE nbOfShops			NUMERIC
@ATTRIBUTE popularity           NUMERIC
@ATTRIBUTE normSalePrice		NUMERIC
@ATTRIBUTE normRentPrice		NUMERIC
@ATTRIBUTE normPrice            NUMERIC

@DATA
2,0,0,0,0,0.0008298755186722,0.30982856394496,0.31162444113264,0.3107265025388
3,0,0,0,0,0.0012448132780083,0.24224834596244,0,0.12112417298122
3,0,0,0,0,0.0012448132780083,0,0.71111111111111,0.35555555555556
2,0,0,0,0,0.0008298755186722,0,0,0
6,0,0,0,0,0.0024896265560166,0.40199457076298,0,0.20099728538149
0,0,0,0,3,0.085714285714286,0.16256281350878,0.4278098320668,0.29518632278779
1,0,0,0,0,0.0004149377593361,0.33195006222095,0,0.16597503111047
13,0,0,0,0,0.0053941908713693,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
4,0,0,0,0,0.0016597510373444,0,0,0
5,0,0,0,0,0.0020746887966805,0,0.29512516469038,0.14756258234519
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0.071444395214887,0,0.035722197607444
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.15055886736215,0,0.075279433681073
0,0,0,0,0,0,0.60091971918178,0,0.30045985959089
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.17538461538462,0.087692307692308
1,0,0,0,0,0.0004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0.019176105444541,0,0.0095880527222704
3,0,0,0,1,0.029816241849437,0.011255431597086,0.21056277056277,0.11090910107993
0,0,0,0,0,0,0.35116493285673,0.26155303030303,0.30635898157988
6,0,0,0,0,0.0024896265560166,0.38344217604185,0.21928644858694,0.30136431231439
12,0,0,0,0,0.0049792531120332,0.34839529466125,0.34077922077922,0.34458725772024
0,0,0,0,0,0,0,0.34909090909091,0.17454545454545
8,0,0,0,0,0.0033195020746888,0,0,0
12,0,0,0,0,0.0049792531120332,0,0.16964285714286,0.084821428571429
20,0,0,0,3,0.094013040901008,0,0,0
45,0,0,0,0,0.018672199170124,0,0,0
3,0,0,0,0,0.0012448132780083,0.42480392783933,0.15939196340886,0.2920979456241
1,0,0,0,0,0.0004149377593361,0.56397542504857,0,0.28198771252428
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0.18962013655215,0,0.094810068276077
5,0,0,0,0,0.0020746887966805,0.26109122983354,0.20524964899965,0.23317043941659
0,0,0,0,1,0.028571428571429,0.1211943793911,0,0.06059718969555
0,0,0,0,0,0,0,0,0
6,0,0,0,0,0.0024896265560166,0,0,0
6,0,0,0,0,0.0024896265560166,0,0,0
2,0,0,0,0,0.0008298755186722,0.54973790674635,0.42580852775543,0.48777321725089
1,0,0,0,0,0.0004149377593361,0,0.51948051948052,0.25974025974026
12,0,0,0,0,0.0049792531120332,0.1408345752608,0,0.070417287630402
11,0,0,0,0,0.0045643153526971,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.23346076446372,0.18210846560847,0.2077846150361
0,1,0,0,1,0.22857142857143,0.068826066297969,0.17687205387205,0.12284906008501
1,0,0,0,0,0.0004149377593361,0.16840687459907,0,0.084203437299536
0,0,0,0,0,0,0,0,0
4,0,0,0,0,0.0016597510373444,0,0,0
0,0,0,0,0,0,0.1327868852459,0.27272727272727,0.20275707898659
0,0,0,0,0,0,0.29508196721311,0,0.14754098360656
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0.18321115036326,0.23320165945166,0.20820640490746
1,0,0,0,1,0.028986366330765,0.19020185043209,0.21204893370074,0.20112539206642
0,0,0,0,0,0,0.45922131147541,0.25909090909091,0.35915611028316
3,0,0,0,0,0.0012448132780083,0,0,0
1,0,0,0,0,0.0004149377593361,0,0.18222727272727,0.091113636363636
0,0,0,0,0,0,0.23928248259701,0.2375,0.23839124129851
0,0,0,0,1,0.028571428571429,0.26055203660564,0.32808080808081,0.29431642234322
1,0,1,0,0,0.10041493775934,0.25414939487111,0.35449090909091,0.30432015198101
37,0,0,0,0,0.015352697095436,0,0,0
16,0,0,0,0,0.0066390041493776,0,0,0
27,0,0,0,0,0.011203319502075,0.46899366589014,0.26181818181818,0.36540592385416
38,0,0,0,7,0.21576763485477,0,0,0
32,0,0,0,0,0.013278008298755,0.23283626362125,0.28498316498316,0.25890971430221
48,0,0,0,0,0.019917012448133,0.36391087458544,0,0.18195543729272
20,0,1,0,0,0.10829875518672,0.42813936861885,0,0.21406968430942
4,0,0,0,0,0.0016597510373444,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,2,0.057972732661529,0,0,0
1,0,0,0,1,0.028986366330765,0.050729921258224,0.15305555555556,0.10189273840689
1,0,0,0,0,0.0004149377593361,0.030056929320376,0.2,0.11502846466019
6,0,0,0,0,0.0024896265560166,0,0,0
0,0,0,0,0,0,0.29606655633927,0,0.14803327816964
1,0,0,0,0,0.0004149377593361,0.24061594861958,0,0.12030797430979
2,0,0,0,0,0.0008298755186722,0,0,0
3,0,0,0,0,0.0012448132780083,0.59048686456577,0,0.29524343228288
2,0,0,0,0,0.0008298755186722,0.17771982116244,0,0.088859910581222
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.1925722494673,0,0.096286124733648
0,0,0,0,0,0,0,0.16920875420875,0.084604377104377
0,0,0,0,0,0,0.10627442675343,0,0.053137213376716
0,0,0,0,0,0,0.090811765332767,0.19074578116494,0.14077877324886
0,0,0,0,0,0,0.23707372121919,0.4040404040404,0.3205570626298
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
0,0,0,0,0,0,0.15131086777558,0.26122534872535,0.20626810825046
0,0,0,1,0,0.022222222222222,0.2062954460051,0,0.10314772300255
0,0,0,0,0,0,0.16803265382159,0,0.084016326910794
0,0,0,0,0,0,0.2489052617663,0.32821152703506,0.28855839440068
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.78381147540984,0,0.39190573770492
30,0,0,0,0,0.012448132780083,0.30422552083668,0,0.15211276041834
0,0,0,0,0,0,0.3004523327057,0.23537190082645,0.26791211676607
2,0,0,0,0,0.0008298755186722,0,0.24080808080808,0.12040404040404
4,1,0,0,0,0.20165975103734,0.26727877198062,0,0.13363938599031
3,0,0,0,0,0.0012448132780083,0,0,0
18,0,0,0,5,0.15032602252519,0,0.40439705897561,0.2021985294878
63,0,0,0,7,0.22614107883817,0.26661495586686,0.33920229967661,0.30290862777173
1,0,0,0,0,0.0004149377593361,0.093069101473335,0,0.046534550736667
6,0,0,0,0,0.0024896265560166,0.20880193783153,0.30373205741627,0.2562669976239
9,0,0,0,2,0.060877296976882,0.11568554396423,0,0.057842771982116
0,0,0,0,0,0,0,0,0
8,0,0,0,0,0.0033195020746888,0,0,0
3,0,0,0,0,0.0012448132780083,0.21286744595341,0,0.1064337229767
0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0012448132780083,0.56295581149531,0,0.28147790574766
16,0,0,0,0,0.0066390041493776,0.44584852393712,0,0.22292426196856
2,0,0,0,0,0.0008298755186722,0,0,0
4,0,0,0,0,0.0016597510373444,0.69886987158507,0.25212121212121,0.47549554185314
1,0,0,0,0,0.0004149377593361,0.38310384845269,0,0.19155192422635
0,0,0,0,0,0,0.34618388964984,0,0.17309194482492
0,0,0,0,0,0,0.28111507371396,0,0.14055753685698
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0.19790604026846,0.098953020134228
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.320430454956,0,0.160215227478
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.20408955131044,0.40858018386108,0.30633486758576
1,0,0,0,0,0.0004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0.24119674245779,0,0.12059837122889
4,0,0,0,0,0.0016597510373444,0.21038716796618,0.34327272727273,0.27682994761946
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0.28444444444444,0.14222222222222
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
82,0,0,0,0,0.03402489626556,0,0.0087516509433962,0.0043758254716981
2,0,0,0,0,0.0008298755186722,0.28711035785239,0.41558441558442,0.3513473867184
1,0,0,0,0,0.0004149377593361,0.49521070311382,0.14352128609719,0.3193659946055
2,0,1,0,0,0.10082987551867,0.30508516531119,0.31185454545455,0.30846985538287
49,0,0,0,2,0.077474807350326,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
0,0,0,0,0,0,0,0.18181818181818,0.090909090909091
4,0,0,0,0,0.0016597510373444,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
2,0,0,0,0,0.0008298755186722,0.3684950231994,0,0.1842475115997
0,0,0,0,0,0,0.53873960448954,0.16619349244826,0.3524665484689
1,0,0,0,0,0.0004149377593361,0,0.247,0.1235
0,0,0,0,0,0,0,0,0
39,0,0,0,0,0.016182572614108,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
3,0,0,0,0,0.0012448132780083,0.16157585340013,0.14062383729383,0.15109984534698
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.27594895154902,0,0.13797447577451
0,0,0,0,0,0,0.44006444527018,0,0.22003222263509
1,0,0,0,0,0.0004149377593361,0.33104214420446,0,0.16552107210223
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.12935811590857,0,0.064679057954283
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.256510821344,0,0.128255410672
0,0,0,0,0,0,0,0.25454545454545,0.12727272727273
0,0,0,0,0,0,0.39941768248886,0.27412587412587,0.33677177830737
0,0,0,0,1,0.028571428571429,0,0,0
0,0,0,0,0,0,0,0.22028282828283,0.11014141414141
0,0,0,0,0,0,0.36370937354746,0,0.18185468677373
1,0,0,0,0,0.0004149377593361,0.26739399732669,0.18136363636364,0.22437881684516
0,0,0,0,0,0,0.1786347987518,0,0.0893173993759
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.12131075169024,0,0.060655375845119
27,0,0,0,0,0.011203319502075,0,0,0
0,0,0,0,0,0,0.11082114239506,0,0.05541057119753
0,0,0,0,0,0,0.27429766030982,0.29090909090909,0.28260337560945
6,0,0,0,0,0.0024896265560166,0.2305637755204,0.21786616161616,0.22421496856828
15,0,0,0,0,0.0062240663900415,0,0,0
48,0,1,0,0,0.11991701244813,0.23754224635994,0,0.11877112317997
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.22399616290557,0.20182398494751,0.21291007392654
0,0,0,0,0,0,0.22437759585373,0,0.11218879792687
30,0,0,1,1,0.063241783573734,0,0.11181818181818,0.055909090909091
165,0,0,0,0,0.068464730290456,0.15937721583947,0.16944971184235,0.16441346384091
5,0,0,0,0,0.0020746887966805,0.26658587324282,0.27636363636364,0.27147475480323
3,0,0,0,0,0.0012448132780083,0,0,0
8,0,0,0,0,0.0033195020746888,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0.20909559443935,0.029090909090909,0.11909325176513
0,0,0,0,0,0,0.40665537738052,0,0.20332768869026
1,0,0,0,0,0.0004149377593361,0.35509520417397,0,0.17754760208698
1,0,0,0,0,0.0004149377593361,0.27637126739955,0.26020202020202,0.26828664380078
4,0,0,0,0,0.0016597510373444,0,0,0
3,0,0,0,0,0.0012448132780083,0,0.21375504246285,0.10687752123142
7,0,0,0,0,0.0029045643153527,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.27193750375143,0.23022774327122,0.25108262351132
0,0,0,0,0,0,0.14150322014052,0,0.070751610070258
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
6,0,0,0,0,0.0024896265560166,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0.26312371904486,0,0.13156185952243
0,0,0,0,0,0,0.20829274240645,0,0.10414637120322
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0.33040649651752,0,0.16520324825876
0,0,0,0,0,0,0.14977410607107,0,0.074887053035536
0,0,0,0,0,0,0,0.17978543195934,0.089892715979672
0,0,0,0,0,0,0.20630072200419,0,0.1031503610021
0,0,0,0,0,0,0.23320127033212,0,0.11660063516606
2,0,0,0,0,0.0008298755186722,0,0,0
2,0,0,0,0,0.0008298755186722,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
3,0,0,0,0,0.0012448132780083,0.28270800574799,0.32772875666493,0.30521838120646
0,0,0,0,0,0,0.15775613741383,0.14713526570048,0.15244570155716
3,0,0,0,0,0.0012448132780083,0.19918875314987,0.21333333333333,0.2062610432416
25,0,0,0,0,0.010373443983402,0,0.34987714987715,0.17493857493857
13,0,0,0,0,0.0053941908713693,0.21966131902406,0.37272727272727,0.29619429587567
1,0,0,0,0,0.0004149377593361,0,0.14862903225806,0.074314516129032
5,0,0,0,0,0.0020746887966805,0.18420476700747,0.31815295815296,0.25117886258022
0,0,0,0,0,0,0.21187748031667,0,0.10593874015834
0,0,0,0,0,0,0.15807109797814,0.09728,0.12767554898907
0,0,0,0,0,0,0,0.30618881118881,0.15309440559441
0,0,0,0,0,0,0,0.30797727272727,0.15398863636364
1,0,0,0,0,0.0004149377593361,0.097732760538051,0,0.048866380269026
1,0,0,0,0,0.0004149377593361,0.10523143683703,0.19751871657754,0.15137507670729
3,0,0,0,0,0.0012448132780083,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
41,0,0,0,0,0.01701244813278,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.22377622377622,0.11188811188811
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.25233425437503,0.17670033670034,0.21451729553768
0,0,0,0,1,0.028571428571429,0.30575950685306,0,0.15287975342653
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.21180719447624,0,0.10590359723812
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.30215597734576,0.178125,0.24014048867288
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.26324841313744,0,0.13162420656872
1,0,0,0,0,0.0004149377593361,0,0,0
0,1,0,0,0,0.2,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.309803815868,0,0.154901907934
1,0,0,0,0,0.0004149377593361,0.14264323478686,0.34959683794466,0.24612003636576
4,0,0,0,0,0.0016597510373444,0,0,0
3,0,0,0,0,0.0012448132780083,0.11680327868852,0.16911845730028,0.1429608679944
7,1,0,0,0,0.20290456431535,0.17810592787971,0.1910833858624,0.18459465687105
25,0,0,1,1,0.061167094777053,0.10107622109701,0.361,0.23103811054851
18,0,0,0,0,0.0074688796680498,0.15699532052218,0.33246753246753,0.24473142649486
1,0,0,0,0,0.0004149377593361,0.32288149783,0.44444444444444,0.38366297113722
0,0,0,0,0,0,0.065745695321601,0.35541791541792,0.21058180536976
0,0,0,0,0,0,0.075735305777494,0,0.037867652888747
1,0,0,0,0,0.0004149377593361,0.071803278688525,0,0.035901639344262
3,0,0,0,0,0.0012448132780083,0.23597081303787,0,0.11798540651893
0,0,0,0,1,0.028571428571429,0.18879380764582,0,0.094396903822909
3,0,0,0,0,0.0012448132780083,0,0,0
0,0,0,0,0,0,0.10059612518629,0.47603305785124,0.28831459151876
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
39,0,0,0,0,0.016182572614108,0,0,0
10,0,0,0,1,0.03272080616479,0,0,0
13,0,0,0,0,0.0053941908713693,0,0,0
10,0,0,0,0,0.004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
12,0,0,0,2,0.06212211025489,0.1360143442623,0,0.068007172131148
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0.10819672131148,0,0.054098360655738
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.26799638050865,0.32323232323232,0.29561435187049
0,0,0,0,0,0,0.30178837555887,0,0.15089418777943
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0008298755186722,0.18215981865806,0.17598636363636,0.17907309114721
0,0,0,0,1,0.028571428571429,0.32228042677382,0.21471861471861,0.26849952074622
0,0,0,0,0,0,0.32414952961443,0,0.16207476480722
0,0,0,0,0,0,0.29928369379917,0.32323232323232,0.31125800851575
0,0,1,0,0,0.1,0.24119674245779,0,0.12059837122889
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0.24798547652844,0,0.12399273826422
1,0,0,0,0,0.0004149377593361,0,0,0
3,0,0,0,0,0.0012448132780083,0,0,0
10,1,0,0,0,0.20414937759336,0,0,0
18,0,0,0,1,0.036040308239478,0,0,0
1,0,0,7,0,0.15597049331489,0.096453470735938,0.17360119047619,0.13502733060606
9,0,0,1,1,0.054528090627676,0,0.00700625,0.003503125
0,0,0,0,0,0,0,0.21330188679245,0.10665094339623
4,0,0,0,0,0.0016597510373444,0.15600376431585,0,0.078001882157926
0,0,0,0,0,0,0.26187074895417,0,0.13093537447709
0,0,0,0,0,0,0.23821900489658,0,0.11910950244829
11,0,0,0,1,0.033135743924126,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.21974189047785,0,0.10987094523893
2,0,0,0,0,0.0008298755186722,0.42076816719141,0,0.2103840835957
0,0,0,0,0,0,0,0,0
51,0,0,0,0,0.021161825726141,0,0,0
21,0,0,0,0,0.0087136929460581,0,0,0
26,0,0,0,0,0.010788381742739,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.17419764733063,0,0.087098823665313
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0.028986366330765,0.13070985198154,0,0.065354925990769
1,0,1,0,1,0.12898636633076,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.30649882903981,0,0.15324941451991
0,0,0,0,0,0,0.071834602417981,0,0.03591730120899
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0.30819583758495,0,0.15409791879248
0,1,0,0,0,0.2,0.24747142742045,0.31030303030303,0.27888722886174
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0.15239866930916,0,0.076199334654581
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.44988436144046,0,0.22494218072023
2,0,0,0,0,0.0008298755186722,0.27151436961863,0.4047,0.33810718480931
49,0,0,1,0,0.042554172429691,0.052625396479036,0,0.026312698239518
6,0,1,6,1,0.26439438846078,0,0,0
7,0,0,2,0,0.047349008759797,0.51103837832666,0,0.25551918916333
0,0,0,0,0,0,0,0,0
2,0,0,0,1,0.029401304090101,1,0,0.5
3,0,0,0,0,0.0012448132780083,0.12139410364886,0,0.060697051824432
0,0,0,0,0,0,0.11475409836066,0,0.057377049180328
2,0,0,0,0,0.0008298755186722,0,0,0
3,0,0,0,0,0.0012448132780083,0.092950819672131,0,0.046475409836066
0,0,0,0,0,0,0.12130810902413,0,0.060654054512067
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
10,0,0,0,0,0.004149377593361,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.091003144212175,0.17992424242424,0.13546369331821
0,0,0,0,1,0.028571428571429,0.36257571770391,0.22205475780873,0.29231523775632
0,0,0,0,1,0.028571428571429,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.21157770071204,0,0.10578885035602
0,0,0,0,0,0,0.16510757017933,0,0.082553785089666
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
0,1,0,0,0,0.2,0.31154579234131,0.22166666666667,0.26660622950399
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
4,0,0,0,0,0.0016597510373444,0.15920548654185,0.3313260362105,0.24526576137617
16,0,0,0,0,0.0066390041493776,0,0,0
27,0,0,0,0,0.011203319502075,0,0,0
117,0,0,0,0,0.048547717842324,0,0.033566433566434,0.016783216783217
482,0,1,0,0,0.3,0,0,0
86,1,0,1,1,0.28647829809656,0,1,0.5
48,1,0,4,6,0.48023447276559,0.076014943829595,0,0.038007471914798
7,0,0,9,6,0.37433313574392,0,0,0
12,0,0,0,1,0.033550681683462,0.14658050294851,0,0.073290251474253
2,0,0,0,0,0.0008298755186722,0.091421100271548,0,0.045710550135774
1,0,0,0,0,0.0004149377593361,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.40286627858346,0.22077922077922,0.31182274968134
6,0,0,0,0,0.0024896265560166,0.21439710440692,0,0.10719855220346
0,0,0,0,0,0,0,0,0
3,0,0,1,1,0.052038464071659,0.21676177835259,0,0.10838088917629
13,0,0,0,0,0.0053941908713693,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13707591036758,0,0.06853795518379
0,0,0,0,0,0,0.12240915758368,0,0.061204578791841
0,0,0,0,1,0.028571428571429,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0.22353103624726,0,0.11176551812363
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0.20143959799892,0,0.10071979899946
5,0,0,0,0,0.0020746887966805,0,0.19655172413793,0.098275862068966
10,0,0,0,0,0.004149377593361,0,0,0
4,0,0,0,1,0.030231179608773,0,0,0
10,0,0,0,0,0.004149377593361,0,0,0
54,0,0,0,0,0.022406639004149,0,0,0
434,0,0,0,0,0.18008298755187,0,0,0
144,0,0,0,0,0.059751037344398,0,0,0
48,0,0,0,0,0.019917012448133,0,0,0
13,0,0,0,0,0.0053941908713693,0,0,0
25,0,0,0,0,0.010373443983402,0,0,0
0,0,0,0,0,0,0.079049324612027,0,0.039524662306013
0,0,0,0,0,0,0.19772948412009,0,0.098864742060044
0,0,0,0,0,0,0.10793787748059,0,0.053968938740293
0,0,0,0,0,0,0.10614071038251,0,0.053070355191257
0,0,0,0,0,0,0.17585443560825,0,0.087927217804127
0,0,0,0,0,0,0.060622136238672,0,0.030311068119336
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.2707341864526,0,0.1353670932263
104,0,0,0,0,0.043153526970954,0,0,0
0,0,0,0,0,0,0.17832901186447,0,0.089164505932237
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.28288506831469,0,0.14144253415735
0,0,0,0,0,0,0.11065573770492,0,0.055327868852459
1,0,0,0,0,0.0004149377593361,0.28608556577369,0,0.14304278288685
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.26887002019925,0,0.13443501009963
2,0,0,0,0,0.0008298755186722,0,0.10042857142857,0.050214285714286
2,0,0,0,0,0.0008298755186722,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0004149377593361,0,0,0
8,0,0,0,0,0.0033195020746888,0.45517966921853,0,0.22758983460926
0,0,0,0,0,0,0,0.192,0.096
2,0,0,0,0,0.0008298755186722,0.36300409442788,0.28509090909091,0.32404750175939
0,0,0,0,0,0,0.37107191147352,0,0.18553595573676
2,1,0,0,1,0.2294013040901,0,0.25749291516044,0.12874645758022
7,0,0,0,1,0.031475992886781,0,0,0
257,0,0,0,0,0.10663900414938,0,0,0
37,0,0,0,1,0.043924125666864,0,0,0
5,0,0,0,0,0.0020746887966805,0,0,0
10,0,0,0,0,0.004149377593361,0.19753625325324,0,0.098768126626621
0,0,0,0,0,0,0.22035257952934,0,0.11017628976467
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.09863305973393,0,0.049316529866965
0,0,0,0,0,0,0.16088783462578,0,0.080443917312889
0,0,0,0,0,0,0.098785393352929,0,0.049392696676464
0,0,0,0,0,0,0.27692959319228,0,0.13846479659614
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0012448132780083,0.25535939470366,0,0.12767969735183
6,0,0,0,0,0.0024896265560166,0,0,0
2,0,0,0,0,0.0008298755186722,0.33339004020042,0,0.16669502010021
0,0,0,0,0,0,0.28758073139198,0,0.14379036569599
0,0,0,0,0,0,0,0,0
